"Fiyat","BisikletOzellik1","BisikletOzellik2"
"733.4466132","1749.3714","1748.636076"
"849.9249567","1750.9582","1749.292817"
"933.7138055","1749.411857","1751.028866"
"977.7039466","1750.378176","1750.969101"
"758.4765026","1749.178562","1749.155672"
"1002.187256","1751.065873","1750.98482"
"830.111273","1752.46434","1748.471246"
"1028.047418","1751.783432","1750.904155"
"1056.308543","1750.046864","1752.146701"
"1189.81629","1747.544967","1754.666038"
"794.5497207","1747.296803","1750.240929"
"1122.268632","1752.073793","1751.924962"
"915.4712599","1749.058817","1750.96303"
"790.762734","1750.994284","1748.688214"
"647.3503977","1749.384121","1747.817677"
"1053.710437","1750.472751","1751.886307"
"1031.246646","1749.981786","1751.713771"
"966.6278005","1748.993662","1751.572179"
"871.1863606","1750.689877","1749.501356"
"1129.98977","1750.261747","1752.761766"
"523.9402248","1750.686406","1745.792276"
"728.6567806","1747.889376","1749.540876"
"649.6421813","1745.827083","1749.255214"
"534.4888714","1751.526655","1745.428872"
"833.3412067","1749.835087","1749.804846"
"1256.948945","1749.797244","1754.433591"
"842.8801731","1750.45431","1749.41568"
"787.1451212","1749.192129","1749.383576"
"740.4790683","1751.568538","1747.722146"
"852.6573441","1749.240401","1750.02838"
"851.8022528","1748.659849","1750.452378"
"582.8915284","1750.734473","1746.287505"
"980.2370141","1751.003902","1750.717689"
"1245.401103","1750.621537","1753.856114"
"743.0694044","1747.289093","1749.781704"
"643.7987325","1751.304507","1746.923404"
"879.9817511","1751.411907","1749.430921"
"1157.037645","1752.959401","1751.842085"
"739.274262","1749.49134","1748.658944"
"1072.273843","1751.306808","1751.582584"
"921.2831591","1748.349822","1751.322198"
"810.042854","1750.179171","1749.084082"
"1005.512161","1751.013752","1751.041836"
"836.1609549","1749.275215","1749.913402"
"754.5802194","1749.444679","1748.893817"
"1043.475329","1750.675795","1751.43862"
"642.3298303","1748.009493","1748.524087"
"1068.018878","1750.193345","1752.061911"
"1004.216972","1750.805725","1750.971184"
"982.9427888","1748.737435","1751.78065"
"554.6635371","1749.824596","1746.499925"
"619.1209406","1749.582627","1747.231542"
"808.9241953","1748.809087","1749.938907"
"692.5542986","1749.227362","1748.183122"
"807.0640288","1748.84072","1749.818941"
"464.3079611","1751.047864","1744.812098"
"903.5005657","1750.243005","1750.138616"
"867.2012743","1751.359398","1749.131816"
"1146.302297","1751.488931","1752.22438"
"633.4462497","1751.750309","1746.516967"
"671.8852272","1746.568905","1749.346318"
"593.6214077","1749.373398","1747.148485"
"768.2097349","1750.904899","1748.401128"
"907.130692","1751.191562","1749.512505"
"1027.371082","1750.082064","1751.670351"
"898.7798936","1752.408633","1749.167079"
"946.9756581","1747.873786","1751.793072"
"556.9240016","1749.557564","1746.592948"
"712.9683853","1749.197465","1748.589671"
"702.694934","1750.826747","1747.742229"
"927.9834536","1748.790111","1751.229811"
"737.6766451","1746.064847","1750.319336"
"890.8516006","1751.432635","1749.35258"
"805.3217485","1748.152144","1750.074924"
"678.8122681","1747.085363","1749.174907"
"981.6411336","1750.330255","1750.946745"
"1026.479661","1752.564368","1750.41373"
"746.1348731","1747.277403","1749.647984"
"839.8585241","1752.415771","1748.394195"
"919.9831491","1748.911543","1751.071716"
"971.9865249","1752.108232","1750.055357"
"928.6952754","1748.374239","1751.217187"
"822.2766766","1750.999308","1748.948558"
"1061.051341","1752.930551","1750.784816"
"638.4911887","1749.930878","1747.313073"
"630.2813671","1748.453987","1747.906725"
"743.9357773","1749.439841","1748.651418"
"639.7315357","1748.83829","1747.861808"
"840.4027149","1749.752062","1749.846994"
"933.5974596","1750.597605","1750.506792"
"835.3123802","1752.790064","1748.174188"
"1198.877864","1753.655102","1751.800615"
"1042.743866","1751.399469","1751.258177"
"894.0375125","1746.96172","1751.610526"
"706.474211","1749.652448","1748.289698"
"864.4373629","1748.718177","1750.598939"
"645.6101669","1750.684797","1747.142462"
"962.2333351","1749.691045","1751.125507"
"1053.093665","1751.812356","1751.139654"
"889.3568099","1750.837436","1749.641408"
"733.1275791","1749.412264","1748.523665"
"987.6443913","1753.324925","1749.778418"
"1057.193657","1749.790342","1752.331114"
"1048.740887","1751.355927","1751.29601"
"923.7913515","1750.346615","1750.65486"
"957.3775171","1751.323537","1750.237474"
"1009.56212","1752.692658","1750.299858"
"860.6549214","1749.334612","1750.349878"
"907.7360288","1750.436715","1750.227713"
"932.0964304","1750.192184","1750.522017"
"1199.128946","1750.208526","1753.505539"
"772.4276702","1750.740108","1748.448855"
"552.1581258","1748.538952","1747.137685"
"1017.645017","1749.204496","1751.93224"
"1024.024211","1751.401363","1751.073544"
"842.1107607","1750.607847","1749.466138"
"823.3059065","1751.813876","1748.633338"
"937.2014327","1749.103404","1751.103746"
"855.8507159","1748.810138","1750.185663"
"1280.141727","1750.285315","1754.484336"
"944.6381532","1749.361481","1751.117222"
"737.2189227","1746.317295","1750.150264"
"841.0484513","1750.364384","1749.462905"
"927.8681979","1750.888908","1750.200905"
"812.2027726","1750.853526","1748.81226"
"1108.577275","1752.811432","1751.404695"
"786.4782079","1750.959749","1748.630058"
"1111.857366","1751.663061","1752.024913"
"940.1861491","1750.304099","1750.8662"
"1001.666139","1748.93714","1752.058411"
"969.3331003","1750.582859","1750.76279"
"1078.893552","1751.107815","1751.661084"
"704.0185578","1749.197127","1748.497001"
"799.5749167","1748.004296","1750.024871"
"885.0577122","1750.447234","1749.834025"
"1052.867368","1749.554814","1752.092464"
"894.0515709","1747.729235","1751.206115"
"974.4561699","1750.020443","1751.19092"
"663.442186","1749.103356","1748.014978"
"793.6194213","1748.6439","1749.600691"
"1040.70163","1753.050026","1750.613213"
"993.0614535","1751.927561","1750.519012"
"873.1245939","1748.790049","1750.714133"
"722.9262504","1749.619805","1748.490686"
"765.0681455","1748.990107","1749.131719"
"1224.534222","1750.537694","1753.724798"
"615.0008911","1750.543899","1746.727469"
"1038.153409","1754.189023","1749.8751"
"952.3172926","1752.125548","1749.717417"
"767.8365029","1749.060422","1749.229902"
"782.0347282","1748.778891","1749.557892"
"825.9901294","1752.452788","1748.281272"
"806.9960924","1752.859632","1747.916632"
"1206.053606","1752.116259","1752.662285"
"913.1447368","1748.724563","1750.909527"
"1056.80326","1750.740635","1751.757089"
"1146.934956","1748.419291","1753.781317"
"647.1251945","1747.868279","1748.425942"
"892.223301","1749.225812","1750.466887"
"831.5577509","1749.506043","1749.689632"
"591.6579176","1747.023808","1748.074489"
"841.4107939","1748.216147","1750.650118"
"1027.788598","1750.42611","1751.62384"
"880.9325025","1748.308348","1750.772078"
"906.7237959","1750.460918","1750.139746"
"886.0937726","1750.454977","1750.065437"
"1132.882729","1750.115359","1752.780687"
"792.9919225","1751.597345","1748.40045"
"693.0874733","1750.114207","1748.070932"
"1071.884344","1747.961487","1753.297112"
"1083.133861","1752.990146","1750.954952"
"917.9956705","1752.152355","1749.377015"
"1165.608895","1750.796222","1752.960782"
"1151.4211","1753.253806","1751.796971"
"868.1208368","1749.123861","1750.326848"
"917.6718921","1748.774444","1750.96294"
"807.6083574","1750.794772","1748.885633"
"759.4971728","1750.107056","1748.628808"
"1001.547844","1751.443572","1750.622676"
"790.8712268","1751.783628","1748.019558"
"634.7041327","1750.382681","1747.171817"
"901.0658023","1750.650872","1750.053137"
"747.8967471","1749.429962","1748.700873"
"762.1488428","1747.863756","1749.593029"
"990.9755197","1750.973928","1750.937366"
"791.6516708","1749.98701","1748.976937"
"657.3402912","1749.424698","1747.862818"
"816.3578511","1749.536367","1749.495598"
"814.061551","1747.055188","1750.611427"
"709.4502898","1749.329532","1748.50251"
"748.5472089","1750.476569","1748.39139"
"627.9885731","1750.758562","1746.897765"
"842.6835597","1749.568884","1749.874039"
"627.6901959","1747.703896","1748.301929"
"656.7956536","1750.968234","1747.064969"
"962.7493093","1750.701148","1750.686747"
"973.9519574","1749.560041","1751.236479"
"1041.916656","1751.48335","1751.202796"
"897.0216107","1748.917382","1750.838411"
"1163.832937","1752.221638","1752.349881"
"961.2584546","1749.820313","1750.944267"
"997.2783805","1749.879574","1751.456237"
"963.0134511","1750.300966","1750.871051"
"1062.983955","1750.377664","1751.916824"
"1080.41041","1750.400532","1752.122822"
"1073.496601","1750.26801","1752.080471"
"1058.002075","1751.708997","1751.300838"
"904.7251741","1751.326182","1749.800176"
"703.3163475","1746.808379","1749.503217"
"784.9687513","1750.035373","1748.938681"
"832.9072434","1749.973973","1749.631677"
"878.3108043","1750.820606","1749.424636"
"872.5997366","1751.114315","1749.312916"
"829.8594545","1749.290626","1749.81627"
"995.0583615","1749.50319","1751.582191"
"1222.218224","1751.944215","1753.102605"
"964.0692948","1752.748577","1749.870761"
"842.667647","1751.137163","1749.186303"
"872.311284","1751.694337","1749.318263"
"902.8267326","1748.122661","1751.075311"
"836.6405309","1750.82634","1749.072432"
"984.9828919","1749.868277","1751.238764"
"1012.41675","1752.5284","1750.377639"
"988.6724423","1751.025126","1750.961328"
"870.563272","1749.720461","1749.988006"
"921.0995451","1752.110766","1749.61951"
"995.2811036","1752.518437","1750.335942"
"769.3884454","1747.88516","1749.758853"
"1093.736882","1748.752696","1753.097985"
"648.7981107","1748.53125","1748.08313"
"967.8844303","1750.749736","1750.597665"
"725.999535","1747.476854","1749.619458"
"784.9085023","1749.710298","1748.919792"
"607.5844568","1749.903784","1746.953075"
"1105.231214","1751.025976","1752.057257"
"922.3506978","1747.401991","1751.559613"
"968.3173456","1751.920855","1750.389131"
"900.2098715","1747.194004","1751.571128"
"777.0957125","1749.191718","1749.195504"
"597.9538172","1749.686602","1746.99743"
"989.1874211","1753.506559","1749.871726"
"763.971162","1750.47738","1748.570092"
"960.0751309","1749.130539","1751.252803"
"877.8386053","1749.19138","1750.522307"
"633.9362418","1747.377577","1748.351164"
"541.3727876","1746.156035","1748.027819"
"761.7077182","1746.266079","1750.344909"
"749.5532603","1749.08622","1748.820029"
"539.3910047","1750.727042","1745.942278"
"939.0336703","1749.074267","1751.227932"
"1355.213745","1752.467766","1754.244574"
"750.4756224","1751.063334","1748.308853"
"967.5559758","1747.413137","1752.077549"
"520.2643147","1750.196563","1745.949892"
"1116.252739","1751.369742","1751.999998"
"987.1951914","1753.666715","1749.585697"
"1134.017761","1751.054952","1752.414106"
"707.2262515","1748.323503","1748.974251"
"890.4446699","1748.176965","1750.933326"
"944.1958631","1749.348621","1750.918308"
"818.4199139","1749.311613","1749.69687"
"855.9680151","1751.132267","1749.30419"
"999.5795106","1750.961454","1750.952092"
"871.0148095","1751.855386","1749.310271"
"694.625345","1748.027068","1748.970785"
"724.6937742","1748.248959","1749.234963"
"711.0047944","1746.746084","1749.58202"
"1014.227357","1748.864742","1752.253287"
"711.5781174","1751.158944","1747.677872"
"901.6266048","1750.796695","1750.088337"
"987.326926","1750.181814","1751.126001"
"1012.530061","1749.052399","1751.861444"
"714.5008532","1750.71123","1747.870008"
"1017.699422","1751.049293","1751.17466"
"1168.092184","1753.816444","1751.537665"
"1090.014657","1749.722857","1752.460631"
"875.2328302","1751.740481","1749.393354"
"663.4797961","1749.402884","1747.663662"
"879.75909","1749.86809","1750.020312"
"601.5369815","1748.07409","1747.803102"
"772.5982954","1749.455988","1749.09048"
"873.6216146","1750.234413","1749.911731"
"949.1335857","1749.727858","1750.923937"
"958.3420757","1753.125399","1749.575816"
"937.876582","1753.343059","1749.063945"
"807.6613425","1751.228629","1748.738217"
"926.5190196","1747.899713","1751.604964"
"912.8278027","1748.076906","1751.311869"
"958.4976246","1751.717089","1750.159147"
"1022.666939","1750.246515","1751.459389"
"815.4996614","1746.899839","1750.73495"
"857.493814","1749.680258","1749.890975"
"1110.431416","1753.146193","1750.976462"
"1119.682134","1752.425648","1751.637734"
"876.2632284","1750.194191","1750.019693"
"900.7141253","1751.624593","1749.410084"
"665.244736","1749.510801","1747.964091"
"704.8800661","1747.615233","1749.218756"
"888.0255766","1753.274767","1748.56464"
"904.1585873","1749.967936","1750.227678"
"431.7945101","1748.698981","1745.669077"
"605.2401241","1746.939635","1748.368874"
"1274.947776","1750.898747","1753.899023"
"1038.580913","1749.931195","1751.744559"
"1090.345367","1750.437864","1752.385543"
"816.8772926","1749.998036","1749.458696"
"918.6923016","1751.968273","1749.559917"
"1217.602449","1749.479863","1754.062815"
"871.8325006","1749.722438","1750.101782"
"735.4180763","1749.862216","1748.477677"
"786.2044314","1746.850939","1750.295828"
